Type,Image,Pixel,Time
bottle,0.9928571428571429,0.5098890725175553,0.01600000000325963
cable,0.7477511244377811,0.5545540440172597,0.015000000013969839
capsule,0.8607897885919426,0.5596941149243216,0.015000000013969839
carpet,0.9907704654895667,0.5395448200623842,0.015000000013969839
grid,0.7869674185463658,0.5249556387428622,0.015000000013969839
hazelnut,0.9339285714285714,0.7723740486539457,0.01600000000325963
leather,1.0,0.5627067977122,0.01600000000325963
metal_nut,0.832355816226784,0.47326160545354024,0.0470000000204891
pill,0.7154937261320241,0.6578751011879459,0.0
screw,0.6228735396597663,0.5657213988314798,0.01600000000325963
tile,0.9844877344877345,0.5145762061605395,0.015000000013969839
toothbrush,0.8527777777777777,0.6370157090990165,0.014999999955762178
transistor,0.8825,0.49743140172758404,0.01600000000325963
wood,0.9956140350877192,0.5639147150924505,0.014999999955762178
zipper,0.9603466386554622,0.49677931327491615,0.015000000013969839
Average,0.8773009186252426,0.5620195991638668,0.016466666668808708
