Type,Image,Pixel,Time
bottle,0.9936507936507936,0.4730140261691715,0.03200000000651926
cable,0.7698650674662668,0.5093588050195788,0.015000000013969839
capsule,0.8887116074990028,0.5053759025992807,0.015000000013969839
carpet,0.9971910112359551,0.4132470262077729,0.014999999955762178
grid,0.7577276524644945,0.47925625249873444,0.014999999955762178
hazelnut,0.8775000000000001,0.7348157935812065,0.01600000000325963
leather,0.9996603260869565,0.42086330793103643,0.01600000000325963
metal_nut,0.8602150537634409,0.412889324112898,0.06300000002374873
pill,0.6920349154391707,0.6349315834597017,0.031000000017229468
screw,0.6960442713670835,0.5379254266593696,0.015000000013969839
tile,0.9862914862914863,0.41862707295255763,0.01600000000325963
toothbrush,0.8611111111111112,0.6634318978780013,0.01600000000325963
transistor,0.8958333333333334,0.47483120817278696,0.01600000000325963
wood,0.9964912280701754,0.5494618623035522,0.015000000013969839
zipper,0.9703256302521008,0.5352561705973791,0.01600000000325963
Average,0.8828435658687581,0.5175523773428685,0.020800000002297262
