Type,Image,Pixel,Time
bottle,0.9904761904761905,0.5448113545411292,0.01600000000325963
cable,0.9297226386806597,0.5946755598623625,0.015000000013969839
capsule,0.806541683286797,0.5464488927318311,0.01600000000325963
carpet,0.829454253611557,0.46486600299293224,0.0
grid,0.559732664995823,0.5015265001406173,0.015000000013969839
hazelnut,0.9917857142857143,0.7730462084100184,0.0
leather,0.9989809782608696,0.4890576777486083,0.01600000000325963
metal_nut,0.8465298142717498,0.46699716719892626,0.015000000013969839
pill,0.7768685215493725,0.6306934736071844,0.0
screw,0.7977044476327116,0.5302340964625989,0.015000000013969839
tile,0.9841269841269841,0.47798917924460654,0.015000000013969839
toothbrush,0.9277777777777778,0.6198677976691447,0.014999999955762178
transistor,0.8675,0.5070138138193637,0.01600000000325963
wood,0.9605263157894737,0.5215794964388152,0.014999999955762178
zipper,0.9285714285714286,0.49048379408756215,0.0
Average,0.8797532942211406,0.5439527343303802,0.011266666666294138
