Type,Image,Pixel,Time
bottle,0.9753968253968254,0.48948950136312247,0.0
cable,0.9175412293853074,0.5688935573129085,0.0
capsule,0.8859194256082967,0.5289185781921651,0.0
carpet,0.8109951845906903,0.5120784813074595,0.0
grid,0.504594820384294,0.5142090431815887,0.0
hazelnut,0.9225,0.7935048536035729,0.0
leather,0.958899456521739,0.47452424544676036,0.0
metal_nut,0.7605083088954057,0.46844965196359517,0.0
pill,0.782051282051282,0.6005684141206976,0.0
screw,0.7587620414019266,0.5295760678508752,0.015000000013969839
tile,0.9830447330447332,0.5017240515150754,0.0
toothbrush,0.8638888888888889,0.4745481117307218,0.014999999984866008
transistor,0.9354166666666668,0.45925189279291434,0.01600000000325963
wood,0.9429824561403508,0.5792042407656453,0.01600000000325963
zipper,0.8889180672268907,0.4437542387834662,0.0
Average,0.85942795908022,0.529246328662038,0.0041333333336903404
