Type,Image,Pixel,Time
bottle,0.9896825396825397,0.5178691282901424,0.01600000000325963
cable,0.8764992503748126,0.5709756056656832,0.01600000000325963
capsule,0.8859194256082968,0.527635124871951,0.015000000013969839
carpet,0.9807383627608347,0.4855549123806078,0.015000000013969839
grid,0.456140350877193,0.49971849821666525,0.015000000013969839
hazelnut,0.9635714285714285,0.7350717948795724,0.015000000013969839
leather,0.921875,0.4115059696980144,0.015000000013969839
metal_nut,0.8152492668621701,0.47861208532125465,0.01600000000325963
pill,0.7333606110201855,0.6315974183637245,0.01600000000325963
screw,0.6985037917606067,0.5465808510820275,0.01600000000325963
tile,0.9895382395382396,0.5060925983808983,0.014999999955762178
toothbrush,0.9527777777777778,0.6400650862448622,0.030999999959021807
transistor,0.8779166666666667,0.5005528296513662,0.01600000000325963
wood,0.9298245614035087,0.5073842730263538,0.01600000000325963
zipper,0.9309348739495799,0.49229962646616593,0.015000000013969839
Average,0.8668354764569227,0.5367677201692859,0.016533333334761362
