Type,Image,Pixel,Time
bottle,0.9976190476190476,0.5071166533230367,0.01600000000325963
cable,0.8579460269865067,0.5738268063024573,0.01600000000325963
capsule,0.8970881531711208,0.6296111468221972,0.01600000000325963
carpet,0.9755216693418941,0.47523605317576156,0.014999999955762178
grid,0.6407685881370092,0.49744125160289254,0.01600000000325963
hazelnut,0.9632142857142858,0.7865024276328486,0.01600000000325963
leather,1.0,0.47763448088329136,0.01600000000325963
metal_nut,0.8118279569892473,0.4476738577621237,0.01600000000325963
pill,0.7812329514457174,0.6627187138867634,0.0
screw,0.6958393113342899,0.5658767772242822,0.01600000000325963
tile,0.9888167388167388,0.5482396095427573,0.01600000000325963
toothbrush,0.8166666666666667,0.6271815622734094,0.01600000000325963
transistor,0.9020833333333333,0.48103151436215114,0.01600000000325963
wood,0.9736842105263158,0.5501311082187147,0.01600000000325963
zipper,0.9774159663865547,0.47668173622954235,0.014999999955762178
Average,0.8853149937645818,0.5537935799494819,0.014799999996709327
