Type,Image,Pixel,Time
bottle,0.9968253968253968,0.9833651740921298,0.0160000000032596
cable,0.728823088455772,0.8947024361228241,0.0149999999994179
capsule,0.8416433984842442,0.9787166745135356,0.0160000000032596
carpet,0.9895666131621188,0.9797948333415096,0.0160000000032596
grid,0.9172932330827068,0.9518050911770992,0.0160000000032596
hazelnut,0.6810714285714285,0.9679246731774708,0.0160000000032596
leather,0.9996603260869564,0.9934833129309164,0.0149999999994179
metal_nut,0.85386119257087,0.9201706744032204,0.0160000000032596
pill,0.7588652482269503,0.9414461067182612,0.0160000000032596
screw,0.596023775363804,0.964574976614484,0.0149999999994179
tile,0.9595959595959596,0.9486551510226916,0.0159999999887077
toothbrush,0.9972222222222222,0.9909500574713536,0.0160000000032596
transistor,0.8908333333333333,0.9076730518487128,0.0149999999994179
wood,0.9921052631578948,0.9637307153963518,0.0160000000032596
zipper,0.8744747899159664,0.9763776732491448,0.0159999999887077
Average,0.8718576846037084,0.9575580401386472,0.0157333333336282
