Type,Image,Pixel,Time
bottle,0.9968253968253968,0.9847893328333396,0.0
cable,0.7291979010494753,0.9215489593272006,0.0160000000032596
capsule,0.833266852812126,0.9746398449868308,0.0160000000032596
carpet,0.9959871589085072,0.9764831048859998,0.0
grid,0.8922305764411027,0.9433283490603064,0.0149999999994179
hazelnut,0.7032142857142858,0.9688458198382688,0.0149999999994179
leather,0.9932065217391304,0.993460007331155,0.0149999999994179
metal_nut,0.8655913978494624,0.9210868188925168,0.0160000000032596
pill,0.7635024549918168,0.9424901693381592,0.0
screw,0.5724533715925394,0.9585665435850976,0.0149999999994179
tile,0.975829725829726,0.9668753680134228,0.0149999999994179
toothbrush,0.9722222222222222,0.9886625723443404,0.0
transistor,0.9041666666666668,0.9119600384591784,0.0160000000032596
wood,0.999122807017544,0.9631742836414358,0.0
zipper,0.8642331932773109,0.974450671513806,0.0
Average,0.8707367021958208,0.9593574589367372,0.0092666666673418
