Type,Image,Pixel,Time
bottle,0.9976190476190476,0.9836608591679388,0.0149999999994179
cable,0.9017991004497752,0.9256938838642944,0.0160000000032596
capsule,0.8631830873554049,0.9788175264357794,0.0149999999994179
carpet,0.9807383627608346,0.98192229982656,0.0160000000032596
grid,0.8830409356725146,0.8960953058906422,0.0149999999994179
hazelnut,0.8324999999999999,0.9677313629531332,0.0149999999994179
leather,0.997282608695652,0.9852565529335496,0.0149999999994179
metal_nut,0.9604105571847508,0.943555328128688,0.0160000000032596
pill,0.8079650845608293,0.8886799735013821,0.0160000000032596
screw,0.6296372207419554,0.9607661685851197,0.0160000000032596
tile,0.9238816738816736,0.875283705313609,0.0160000000032596
toothbrush,0.9583333333333334,0.9867666837473718,0.0160000000032596
transistor,0.9179166666666668,0.9528129721754056,0.0159999999887077
wood,0.9885964912280704,0.9223612986438612,0.0310000000026775
zipper,0.903623949579832,0.9838141459122692,0.0160000000032596
Average,0.9031018746486892,0.9488812044719735,0.0166666666676367
