Type,Image,Pixel,Time
bottle,1.0,0.9802400413380332,0.0310000000172294
cable,0.8620689655172414,0.9610018650328648,0.0320000000065192
capsule,0.9078579976067012,0.9867486768383662,0.0470000000204891
carpet,0.9995987158908508,0.9883901656432938,0.0309999999881256
grid,0.990810359231412,0.9732741033961528,0.0309999999881256
hazelnut,0.9396428571428572,0.9804852984927852,0.0309999999881256
leather,0.9996603260869564,0.987495385516028,0.0309999999881256
metal_nut,0.9902248289345064,0.9724595540117166,0.0309999999881256
pill,0.9113475177304964,0.9550910382821608,0.0309999999881256
screw,0.8059028489444559,0.9832000578330148,0.0309999999881256
tile,0.9613997113997116,0.9491901476718648,0.0150000000139698
toothbrush,0.977777777777778,0.9874987290239728,0.0150000000139698
transistor,0.9829166666666668,0.9759088960138308,0.0309999999881256
wood,0.9701754385964912,0.9440671919059442,0.0320000000065192
zipper,0.8918067226890756,0.983554074291884,0.0310000000172294
Average,0.9460793822810132,0.973907015019461,0.0300666666667287
