Type,Image,Pixel,Time
bottle,0.9984126984126984,0.9793691971060497,0.29699999996228144
cable,0.8455772113943029,0.9581188515617968,0.28200000000651926
capsule,0.9345831671320304,0.9887009625154163,0.0470000000204891
carpet,0.9991974317817015,0.988409532605832,0.20300000003771856
grid,0.9381787802840434,0.9635820323961545,0.031000000017229468
hazelnut,0.9739285714285715,0.9824209525217318,0.01600000000325963
leather,1.0,0.9860926321589488,0.48499999998603016
metal_nut,0.9916911045943304,0.9700441316588245,0.5
pill,0.9664484451718494,0.9629251691915302,0.01600000000325963
screw,0.8889116622258659,0.9848647825079134,0.014999999955762178
tile,0.9794372294372294,0.9584388034830029,0.01600000000325963
toothbrush,1.0,0.9904727335769897,0.01600000000325963
transistor,0.9941666666666666,0.9644596425512163,0.031000000017229468
wood,0.9833333333333334,0.9480505267786039,0.031000000017229468
zipper,0.936186974789916,0.9824834687650029,0.01600000000325963
Average,0.962003551776836,0.9738955612919341,0.13346666666911916
