Type,Image,Pixel,Time
bottle,1.0,0.9822602149364076,0.0310000000026775
cable,0.9265367316341828,0.972327246282736,0.0149999999994179
capsule,0.916633426406063,0.985355414154974,0.0149999999994179
carpet,0.9979935794542536,0.9893466224328996,0.0149999999994179
grid,0.9849624060150376,0.9768237333410936,0.0160000000032596
hazelnut,0.8560714285714286,0.9804487118764478,0.0310000000026775
leather,0.9996603260869564,0.9896566622748184,0.0320000000065192
metal_nut,0.9780058651026392,0.9718502821951291,0.0149999999994179
pill,0.9432624113475178,0.9583310075568672,0.0149999999994179
screw,0.8542734166837467,0.9801163484482328,0.0310000000026775
tile,0.997835497835498,0.9476689771208104,0.0310000000026775
toothbrush,0.9194444444444444,0.9872569760951904,0.0149999999994179
transistor,0.9629166666666666,0.9771496852426744,0.0160000000032596
wood,0.993859649122807,0.9448412939512116,0.0160000000032596
zipper,0.8897058823529411,0.9786247931414072,0.0149999999994179
Average,0.9480774487816124,0.9748038646033934,0.0206000000015289
