Type,Image,Pixel,Time
bottle,1.0,0.9797616141141428,0.0
cable,0.877623688155922,0.9512702335219468,0.0159999999887077
capsule,0.909453530115676,0.986107689071121,0.0159999999887077
carpet,0.9995987158908508,0.987546149157448,0.0160000000032596
grid,0.9665831244778612,0.9618689694667576,0.0160000000032596
hazelnut,0.8557142857142856,0.982615867891353,0.0
leather,0.9979619565217392,0.9880738953559004,0.0
metal_nut,0.9623655913978496,0.9712229606401226,0.0160000000032596
pill,0.9312602291325696,0.9547317127571416,0.0160000000032596
screw,0.782947325271572,0.978483707246218,0.0160000000032596
tile,0.9884559884559884,0.9334132226682856,0.0149999999994179
toothbrush,0.9416666666666668,0.9890882563036014,0.0149999999994179
transistor,0.9716666666666668,0.9788454388238368,0.0159999999887077
wood,0.9903508771929824,0.9409347880150404,0.0
zipper,0.9548319327731092,0.9777868816048776,0.0
Average,0.9420320385622494,0.9707834257758527,0.0105333333320838
