Type,Image,Pixel,Time
bottle,1.0,0.9460758154544514,0.0149999999994179
cable,0.9152923538230884,0.912420123523044,0.0
capsule,0.840446749102513,0.9083130148408622,0.0149999999994179
carpet,0.8559390048154093,0.9668685409555832,0.0
grid,0.6950710108604845,0.8218873867367432,0.0160000000032596
hazelnut,0.8992857142857144,0.9377997833820616,0.0
leather,0.919157608695652,0.9689025180559632,0.0
metal_nut,0.9359726295210166,0.9047844585355684,0.0
pill,0.7618657937806874,0.9379659199885892,0.0
screw,0.7940151670424267,0.910754834777138,0.0
tile,0.9516594516594516,0.8737094241730625,0.0
toothbrush,0.9583333333333334,0.9697146503732644,0.0
transistor,0.9541666666666666,0.939561898430659,0.0
wood,0.9956140350877192,0.8996647031993193,0.0
zipper,0.8595063025210085,0.9040227760918006,0.0
Average,0.8890883880796783,0.920163056567874,0.0030666666668063
