Type,Image,Pixel,Time
bottle,1.0,0.9786529780502284,0.0
cable,0.8628185907046476,0.9495644637737346,0.0160000000032596
capsule,0.867171918627842,0.97622555749622,0.0160000000032596
carpet,0.9867576243980738,0.9829662743302382,0.0
grid,0.974937343358396,0.9706335535623686,0.0
hazelnut,0.7160714285714286,0.9685526746511848,0.0160000000032596
leather,0.9996603260869564,0.9939230245611506,0.0
metal_nut,0.9188660801564028,0.927968611976316,0.0149999999994179
pill,0.795417348608838,0.944014873482809,0.0160000000032596
screw,0.6245132199221153,0.9567542312408688,0.0
tile,0.9931457431457432,0.9504402369336012,0.0
toothbrush,0.9833333333333332,0.9867663858376238,0.0160000000032596
transistor,0.9204166666666668,0.960404113198033,0.0159999999887077
wood,0.9964912280701754,0.9591865346344812,0.0160000000032596
zipper,0.9004726890756303,0.975851052497392,0.0160000000032596
Average,0.90267156938175,0.9654603044150832,0.0095333333340628
