Type,Image,Pixel,Time
bottle,0.9968253968253968,0.9696270485776586,0.0149999999994179
cable,0.957271364317841,0.9657794685945936,0.0
capsule,0.8568009573195055,0.9792769302971316,0.0160000000032596
carpet,0.913322632423756,0.9678825413503468,0.0149999999994179
grid,0.8788638262322472,0.8983970209419523,0.0160000000032596
hazelnut,0.9407142857142856,0.9818064503912516,0.0160000000032596
leather,0.9976222826086956,0.9789695123945334,0.0
metal_nut,0.9931573802541545,0.9692425478943434,0.0160000000032596
pill,0.8057828696126569,0.9520677768954096,0.0149999999994179
screw,0.7382660381225661,0.9556811294718623,0.0160000000032596
tile,0.9783549783549784,0.9072639265659828,0.0
toothbrush,1.0,0.9829057241696436,0.0159999999887077
transistor,0.9758333333333332,0.9796934571110648,0.0160000000032596
wood,1.0,0.9224319105973948,0.0160000000032596
zipper,0.8658088235294118,0.9639615462435842,0.0149999999994179
Average,0.9265749445765884,0.9583324660997836,0.0125333333339464
