Type,Image,Pixel,Time
bottle,0.9976190476190476,0.9791300452764844,0.0470000000204891
cable,0.9122938530734632,0.9613403132893248,0.0469999999913852
capsule,0.9170323095333068,0.9834989577972432,0.0620000000053551
carpet,1.0,0.9888059288350496,0.0469999999913852
grid,0.9548872180451128,0.9667956272391276,0.0310000000172294
hazelnut,0.9467857142857142,0.9757518132367228,0.0309999999881256
leather,1.0,0.9903534890005076,0.0469999999913852
metal_nut,0.9486803519061584,0.9461242503036288,0.0310000000172294
pill,0.9560829241680304,0.9408755597846497,0.0309999999881256
screw,0.7640910022545603,0.9809159797498292,0.0160000000032596
tile,0.9610389610389612,0.9462448855338448,0.0470000000204891
toothbrush,0.9166666666666669,0.988521784075899,0.0309999999881256
transistor,0.9654166666666666,0.9566059203597246,0.0320000000065192
wood,0.999122807017544,0.950353697744468,0.0470000000204891
zipper,0.8214285714285714,0.9750240324572926,0.0310000000172294
Average,0.9374097395802534,0.9686894856455864,0.0385333333377881
