Type,Image,Pixel,Time
bottle,0.992063492063492,0.9767542355306912,0.0319999999919673
cable,0.8210269865067467,0.7717534424375306,0.0310000000026775
capsule,0.8256880733944955,0.968566312780058,0.0310000000026775
carpet,0.8952648475120386,0.9627442724908528,0.0470000000059371
grid,0.8395989974937343,0.8540576707970934,0.0470000000059371
hazelnut,0.8364285714285714,0.9603051104883354,0.0309999999881256
leather,0.9728260869565216,0.9492904930321588,0.0319999999919673
metal_nut,0.8651026392961877,0.8962317279911773,0.0310000000026775
pill,0.7801418439716312,0.8742435921613267,0.0160000000032596
screw,0.6359909817585572,0.9541653369426836,0.0149999999994179
tile,0.774891774891775,0.6595798336506347,0.0159999999887077
toothbrush,0.975,0.9816001927012492,0.0310000000026775
transistor,0.81875,0.9171235087541728,0.0319999999919673
wood,0.9605263157894738,0.883343175936934,0.0310000000026775
zipper,0.7473739495798318,0.967776291870064,0.0160000000032596
Average,0.8493783040428704,0.9051690131709976,0.0292666666655956
