Type,Image,Pixel,Time
bottle,0.9992063492063492,0.9795158049143112,0.0
cable,0.8943028485757122,0.9607326079235377,0.0
capsule,0.8583964898284803,0.9820167805853588,0.0149999999994179
carpet,0.9963884430176564,0.988801347698358,0.0
grid,0.89640768588137,0.9382812426900018,0.0
hazelnut,0.822857142857143,0.977222492117379,0.0
leather,0.9976222826086956,0.9875146130600329,0.0160000000032596
metal_nut,0.9809384164222874,0.9665969310589152,0.0
pill,0.9037097654118932,0.9492572511533832,0.0
screw,0.7972945275671244,0.9748124457864956,0.0160000000032596
tile,0.9592352092352092,0.9104734872154956,0.0
toothbrush,0.925,0.9844611279644936,0.0
transistor,0.9745833333333334,0.9774796756428142,0.0
wood,0.9929824561403509,0.9321907997571564,0.0
zipper,0.7778361344537815,0.9792739842373392,0.0
Average,0.9184507389692927,0.9659087061203382,0.0031333333337291
