Type,Image,Pixel,Time
bottle,0.9968253968253968,0.9814103092721318,0.0310000000026775
cable,0.735944527736132,0.9032814418369152,0.0310000000026775
capsule,0.8528121260470682,0.9769094180940122,0.0309999999881256
carpet,0.9991974317817016,0.9773644201350996,0.0309999999881256
grid,0.8913951545530492,0.937614343905964,0.0310000000026775
hazelnut,0.6789285714285715,0.9568535818688804,0.0320000000065192
leather,0.9884510869565216,0.9917449155636464,0.0309999999881256
metal_nut,0.8377321603128054,0.929768884103936,0.0159999999887077
pill,0.7823240589198036,0.947780236105682,0.0160000000032596
screw,0.5749128919860627,0.9609431059967816,0.0310000000026775
tile,0.9909812409812412,0.9377489438433512,0.0310000000026775
toothbrush,1.0,0.9861477193864048,0.0319999999919673
transistor,0.8887499999999999,0.9294902740101046,0.0160000000032596
wood,0.9912280701754386,0.9555235847346396,0.0310000000026775
zipper,0.938813025210084,0.9752161534557288,0.0310000000026775
Average,0.8765530495275918,0.9565198221542186,0.0281333333317888
