Type,Image,Pixel,Time
bottle,0.9984126984126984,0.9802342324410296,0.0149999999994179
cable,0.907983508245877,0.960836833715749,0.0319999999919673
capsule,0.9090546469884324,0.9857120451538158,0.0310000000026775
carpet,0.9987961476725522,0.9877797611808048,0.0310000000026775
grid,0.9824561403508772,0.9688172071677962,0.0320000000065192
hazelnut,0.9635714285714284,0.981655549486947,0.0149999999994179
leather,1.0,0.9879798178635792,0.0310000000026775
metal_nut,0.989247311827957,0.9732109562408824,0.0309999999881256
pill,0.94189852700491,0.9475960618736848,0.0159999999887077
screw,0.8602172576347612,0.982698090656573,0.0160000000032596
tile,0.95995670995671,0.9348592626868604,0.0149999999994179
toothbrush,0.9805555555555556,0.9884200168640886,0.0149999999994179
transistor,0.9895833333333331,0.9727063806437246,0.0310000000026775
wood,0.9956140350877192,0.9380754566432764,0.0320000000065192
zipper,0.8828781512605042,0.9833451113870348,0.0160000000032596
Average,0.9573483634602212,0.9715951189337232,0.023933333333116
