Type,Image,Pixel,Time
bottle,1.0,0.9811529942177069,0.0160000000032596
cable,0.8851199400299848,0.9668799908207064,0.0
capsule,0.9150378938970882,0.987217646498633,0.0
carpet,1.0,0.9866082239804989,0.0149999999994179
grid,0.9674185463659148,0.9654372725257148,0.0160000000032596
hazelnut,0.9778571428571428,0.9827333835790936,0.0160000000032596
leather,1.0,0.9849932772317156,0.0160000000032596
metal_nut,0.9902248289345064,0.9770034792151844,0.0149999999994179
pill,0.9481723949809056,0.971811922348703,0.0149999999994179
screw,0.8807132609141217,0.9830328131820472,0.0160000000032596
tile,0.9866522366522368,0.9471550492761877,0.0
toothbrush,0.9944444444444444,0.9899307343210536,0.0159999999887077
transistor,0.9925,0.9728561264776684,0.0159999999887077
wood,0.9938596491228072,0.9151408364142116,0.0160000000032596
zipper,0.9527310924369748,0.9812236398073052,0.0
Average,0.9656487620424088,0.972878492659762,0.0115333333330151
