Type,Image,Pixel,Time
bottle,0.9936507936507936,0.9846881790597748,0.0159999999887077
cable,0.7455022488755622,0.9126274184515898,0.0160000000032596
capsule,0.8595931392102114,0.9758282559779252,0.0160000000032596
carpet,0.9979935794542536,0.980306520872146,0.0149999999994179
grid,0.8822055137844611,0.948489625391615,0.0160000000032596
hazelnut,0.6825,0.9650403927141044,0.0160000000032596
leather,0.998641304347826,0.9947379610917112,0.0160000000032596
metal_nut,0.8875855327468231,0.919583096652046,0.0149999999994179
pill,0.7624113475177304,0.9368540636896,0.0
screw,0.580036892805903,0.9593184079578104,0.0149999999994179
tile,0.9696969696969696,0.9702557340477996,0.0149999999994179
toothbrush,0.9722222222222222,0.9888730798461932,0.0149999999994179
transistor,0.8975000000000001,0.912551942414196,0.0160000000032596
wood,0.999122807017544,0.965971755644536,0.0149999999994179
zipper,0.9138655462184874,0.9770773285312372,0.0
Average,0.8761685265032525,0.9594802508228192,0.0134666666669848
