Type,Image,Pixel,Time
bottle,0.992063492063492,0.9800391146303268,0.0320000000065192
cable,0.7410044977511244,0.9017361749935232,0.0319999999919673
capsule,0.8508177104108496,0.9754590449692364,0.0149999999994179
carpet,0.997191011235955,0.9763035545069582,0.0159999999887077
grid,0.9381787802840432,0.9414992667682404,0.0160000000032596
hazelnut,0.6746428571428571,0.9602745872412368,0.0160000000032596
leather,0.9724864130434784,0.9922150765499678,0.0160000000032596
metal_nut,0.8592375366568915,0.920058970534482,0.0149999999994179
pill,0.7765957446808511,0.9277977103844004,0.0310000000026775
screw,0.5886452141832343,0.9595474690211588,0.0149999999994179
tile,0.9848484848484848,0.941692484551552,0.0319999999919673
toothbrush,1.0,0.9850065198055344,0.0319999999919673
transistor,0.8895833333333333,0.9268705006897264,0.0160000000032596
wood,0.993859649122807,0.9490746648995272,0.0310000000026775
zipper,0.9390756302521008,0.9755816556104032,0.0149999999994179
Average,0.8798820236673001,0.9542104530104184,0.0219999999991462
